           1   231.258942    
           2   242.019379    
           3   210.672729    
           4   238.946228    
           5   329.307861    
           6   222.804810    
           7   423.249969    
           8   496.252075    
           9   496.252075    
          10   510.889069    
          11   514.334290    
          12   500.555786    
          13   585.546204    
          14   532.815979    
          15   534.715698    
          16   722.662476    
          17   538.908264    
          18   591.220520    
          19   591.426331    
          20   1072.46021    
          21   1070.30127    
          22   1070.30127    
          23   1070.30127    
          24   527.064697    
          25   687.256775    
          26   1068.62500    
          27   1223.99805    
          28   1233.78027    
          29   1061.78418    
          30   808.744873    
          31   700.885193    
          32   2263.14429    
          33   734.935486    
          34   2399.55908    
          35   2399.55908    
          36   2454.22437    
          37   2454.22437    
          38   2452.36450    
          39   2444.17725    
          40   2365.46509    
          41   2276.15527    
          42   2276.15527    
          43   2467.65112    
          44   2683.96069    
          45   2683.96069    
          46   2652.50195    
          47   2827.04810    
          48   2845.48853    
          49   2880.71362    
          50   2782.47290    
          51   2713.02661    
          52   2778.58813    
          53   2571.97070    
          54   2371.81152    
          55   2371.81152    
          56   2390.02515    
          57   2306.78198    
          58   2426.63379    
          59   2371.81152    
          60   2306.78198    
          61   2384.28369    
          62   2798.59204    
          63   2870.24243    
          64   2590.15991    
          65   2495.40723    
          66   2501.65479    
          67   2507.53320    
          68   2512.79492    
          69   2738.89185    
          70   2445.09570    
          71   1733.72595    
          72   2036.76392    
          73   1908.64880    
          74   1682.12927    
          75   2457.57715    
          76   2460.91211    
          77   2460.91211    
          78   2755.68750    
          79   2460.91211    
          80   2729.76392    
          81   2563.54932    
          82   2798.61084    
          83   2633.35254    
          84   2633.35254    
          85   2616.18701    
          86   2607.80127    
          87   2612.24048    
          88   2653.43921    
          89   2653.43921    
          90   2602.97461    
          91   2602.97461    
          92   2602.97461    
          93   2063.83008    
          94   2213.98682    
          95   2592.11450    
          96   2592.70801    
          97   2592.70801    
          98   2582.73047    
          99   2680.98804    
         100   2746.03589    
           1   42.1775131    
           2   69.3419647    
           3   74.9926300    
           4   74.9926300    
           5   74.9926300    
           6   103.040359    
           7   103.040359    
           8   103.040359    
           9   102.403351    
          10   102.403351    
          11   103.584221    
          12   102.403351    
          13   102.403351    
          14   102.403351    
          15   101.667458    
          16   103.504631    
          17   104.482445    
          18   101.439285    
          19   101.974213    
          20   97.2807693    
          21   99.7316589    
          22   102.517143    
          23   101.974213    
          24   102.517143    
          25   102.517143    
          26   100.171852    
          27   103.368843    
          28   99.9839249    
          29   101.803001    
          30   103.144127    
          31   105.512711    
          32   103.144127    
          33   105.525696    
          34   105.525696    
          35   106.163086    
          36   106.163086    
          37   106.163086    
          38   106.858780    
          39   108.470627    
          40   107.434784    
          41   106.954720    
          42   106.954720    
          43   106.770462    
          44   107.188400    
          45   106.740532    
          46   107.169647    
          47   106.740532    
          48   107.259880    
          49   107.259880    
          50   107.141800    
          51   106.559593    
          52   106.559593    
          53   106.559593    
          54   106.701401    
          55   105.098801    
          56   105.098801    
          57   105.098801    
          58   105.098801    
          59   108.225014    
          60   108.225014    
          61   108.225014    
          62   106.935493    
          63   109.260345    
          64   109.260345    
          65   109.260345    
          66   106.935493    
          67   106.584137    
          68   106.584137    
          69   101.089111    
          70   103.779701    
          71   107.763359    
          72   110.356567    
          73   110.356567    
          74   110.244957    
          75   110.244957    
          76   110.244957    
          77   110.879280    
          78   110.973007    
          79   110.973007    
          80   110.767250    
          81   110.308899    
          82   110.244957    
          83   111.113327    
          84   111.697510    
          85   111.113327    
          86   111.113327    
          87   112.278183    
          88   111.880135    
          89   111.880135    
          90   113.273727    
          91   111.880135    
          92   111.449638    
          93   111.449638    
          94   110.631332    
          95   102.957695    
          96   110.855812    
          97   110.855812    
          98   110.855812    
          99   101.662033    
         100   110.197235    
