           1   152.349060       152.349060    
           1   152.349060       152.349060    
           2   152.349060       152.349060    
           2   152.349060       152.349060    
           3   152.349060       152.575073    
           3   152.349060       152.575073    
           4   152.349060       152.575073    
           4   152.349060       152.575073    
           5   152.349060       199.310577    
           5   152.349060       199.310577    
           6   152.349060       199.310577    
           6   152.349060       199.310577    
           7   152.349060       199.310577    
           7   152.349060       199.310577    
           8   152.349060       199.310577    
           8   152.349060       199.310577    
           9   152.349060       199.310577    
           9   152.349060       199.310577    
          10   152.349060       199.310577    
          10   152.349060       199.310577    
          11   152.349060       199.310577    
          11   152.349060       199.310577    
          12   152.349060       199.310577    
          12   152.349060       199.310577    
          13   152.349060       199.310577    
          13   152.349060       199.310577    
          14   152.349060       199.310577    
          14   152.349060       199.310577    
          15   152.349060       199.310577    
          15   152.349060       199.310577    
          16   152.349060       199.310577    
          16   152.349060       199.310577    
          17   152.349060       199.310577    
          17   152.349060       199.310577    
          18   152.349060       199.310577    
          18   152.349060       199.310577    
          19   152.349060       199.310577    
          19   152.349060       199.310577    
          20   152.349060       199.310577    
          20   152.349060       199.310577    
          21   152.349060       199.310577    
          21   152.349060       199.310577    
          22   152.349060       199.310577    
          22   152.349060       199.310577    
          23   152.349060       199.310577    
          23   152.349060       199.310577    
          24   152.349060       199.310577    
          24   152.349060       199.310577    
          25   152.349060       199.310577    
          25   152.349060       199.310577    
          26   152.349060       199.310577    
          26   152.349060       199.310577    
          27   152.349060       199.310577    
          27   152.349060       199.310577    
          28   152.349060       199.310577    
          28   152.349060       199.310577    
          29   152.349060       199.310577    
          29   152.349060       199.310577    
          30   152.349060       199.310577    
          30   152.349060       199.310577    
          31   152.349060       199.313232    
          31   152.349060       199.313232    
          32   152.349060       199.313232    
          32   152.349060       199.313232    
          33   152.349060       199.313232    
          33   152.349060       199.313232    
          34   152.349060       199.313232    
          34   152.349060       199.313232    
          35   152.349060       199.313232    
          35   152.349060       199.313232    
          36   152.349060       199.313232    
          36   152.349060       199.313232    
          37   152.349060       199.313232    
          37   152.349060       199.313232    
          38   152.349060       199.313232    
          38   152.349060       199.313232    
          39   152.349060       199.313232    
          39   152.349060       199.313232    
          40   152.349060       199.313232    
          40   152.349060       199.313232    
          41   152.349060       199.313232    
          41   152.349060       199.313232    
          42   152.349060       199.313232    
          42   152.349060       199.313232    
          43   152.349060       199.313232    
          43   152.349060       199.313232    
          44   152.349060       199.313232    
          44   152.349060       199.313232    
          45   152.349060       199.313232    
          45   152.349060       199.313232    
          46   152.349060       199.313232    
          46   152.349060       199.313232    
          47   152.349060       199.313232    
          47   152.349060       199.313232    
          48   152.349060       199.313232    
          48   152.349060       199.313232    
          49   152.349060       199.313232    
          49   152.349060       199.313232    
          50   152.349060       199.313232    
          50   152.349060       199.313232    
          51   152.349060       199.313232    
          51   152.349060       199.313232    
          52   152.349060       199.313232    
          52   152.349060       199.313232    
          53   152.349060       199.313232    
          53   152.349060       199.313232    
          54   152.349060       199.313232    
          54   152.349060       199.313232    
          55   152.349060       199.313232    
          55   152.349060       199.313232    
          56   152.349060       199.313232    
          56   152.349060       199.313232    
          57   152.349060       199.313232    
          57   152.349060       199.313232    
          58   152.349060       199.313232    
          58   152.349060       199.313232    
          59   152.349060       199.313232    
          59   152.349060       199.313232    
          60   152.349060       199.313232    
          60   152.349060       199.313232    
          61   152.349060       199.313232    
          61   152.349060       199.313232    
          62   152.349060       199.313232    
          62   152.349060       199.313232    
          63   152.349060       199.313232    
          63   152.349060       199.313232    
          64   152.349060       199.396576    
          64   152.349060       199.396576    
          65   152.349060       199.396576    
          65   152.349060       199.396576    
          66   152.349060       199.396576    
          66   152.349060       199.396576    
          67   152.349060       199.396576    
          67   152.349060       199.396576    
          68   152.349060       199.396576    
          68   152.349060       199.396576    
          69   152.349060       199.396576    
          69   152.349060       199.396576    
          70   152.349060       199.396576    
          70   152.349060       199.396576    
          71   152.349060       199.396576    
          71   152.349060       199.396576    
          72   152.349060       199.396576    
          72   152.349060       199.396576    
          73   152.349060       199.396576    
          73   152.349060       199.396576    
          74   152.349060       199.396576    
          74   152.349060       199.396576    
          75   152.349060       199.396576    
          75   152.349060       199.396576    
          76   152.349060       199.396576    
          76   152.349060       199.396576    
          77   152.349060       199.396576    
          77   152.349060       199.396576    
          78   152.349060       199.396576    
          78   152.349060       199.396576    
          79   152.349060       199.396576    
          79   152.349060       199.396576    
          80   152.349060       199.396500    
          80   152.349060       199.396500    
          81   152.349060       199.396500    
          81   152.349060       199.396500    
